Name,Age,Net_Worth,Income Source,Citizenship
Jimmy John Liautaud ,58.0,$1.7 B,Food & Beverage ,United States
Anna Katharina Viessmann ,,$2.8 B,Manufacturing ,Germany
Daniel Ek ,39.0,$2.4 B,Technology ,Sweden
Sunder Genomal,68,$2.63B,garments,United Kingdom
Catherine Lozick ,76.0,$1.6 B,Manufacturing ,United States
Peter Leibinger ,55.0,$1.8 B,Manufacturing ,Germany
Reinold Geiger ,74.0,$1.9 B,Fashion & Retail ,Austria
Zhong Ruonong & family ,59.0,$3.3 B,Manufacturing ,China
Yoshiaki Yoshida ,81.0,$1.1 B,Fashion & Retail ,Japan
Sze Man Bok ,72.0,$1.9 B,Manufacturing ,China
Andrew Beal ,69.0,$9.9 B,Finance & Investments ,United States
"Cargill MacMillan, III. ",62.0,$1.6 B,Food & Beverage ,United States
Nirmal Minda ,64.0,$2.6 B,Automotive ,India
Mario Gabelli ,80.0,$1.9 B,Finance & Investments ,United States
Suh Kyung-bae ,59.0,$2.5 B,Fashion & Retail ,South Korea
Sunjay Kapur ,50.0,$1.6 B,Automotive ,United States
Pham Nhat Vuong ,53.0,$6.2 B,Diversified ,Vietnam
Chen Shibin ,55.0,$1.6 B,Manufacturing ,China
Marina Budiman ,60.0,$1.4 B,Technology ,Indonesia
Jiancheng Chen ,63.0,$1.2 B,Manufacturing ,China
Masaru Tange ,47.0,$1 B,Technology ,Japan
Stefan Reimann-Andersen ,58.0,$5.8 B,Fashion & Retail ,Germany
Robin Li ,53.0,$7 B,Technology ,China
Joe Lacob ,66.0,$1.5 B,Sports ,United States
Graeme Hart ,66.0,$9.4 B,Finance & Investments ,New Zealand
Li Jianli ,49.0,$1.7 B,Manufacturing ,China
Wilma Tisch ,94.0,$1.5 B,Finance & Investments ,United States
Michael Pieper ,76.0,$5.1 B,Manufacturing ,Switzerland
Philip Fayer ,,$1.8 B,Finance & Investments ,Canada
Ramesh Kumar Dua ,68.0,$1.4 B,Fashion & Retail ,India
"H. Ross Perot, Jr. ",63.0,$3.2 B,Real Estate ,United States
Zhang Yuqiang ,66.0,$1 B,Manufacturing ,China
Grant Petty ,53.0,$1 B,Technology ,Australia
Georg Schaeffler ,57.0,$8.1 B,Automotive ,Germany
Maximilian Viessmann ,,$5 B,Manufacturing ,Germany
Frederic Luddy ,67.0,$1.3 B,Technology ,United States
Jared Smith ,47.0,$1.4 B,Technology ,United States
M.A. Yusuff Ali ,66.0,$5.4 B,Fashion & Retail ,India
Miguel Fluxa Rossello ,83.0,$3.6 B,Service ,Spain
Diao Zhizhong ,58.0,$1.6 B,Technology ,China
Guilherme Benchimol ,45.0,$2 B,Finance & Investments ,Brazil
Art Levinson ,72.0,$1.4 B,Diversified ,United States
Mathias Kamprad ,52.0,$1.1 B,Finance & Investments ,Sweden
Katharina Andresen ,26.0,$1.3 B,Diversified ,Norway
Pat Stryker ,65.0,$3.1 B,Healthcare ,United States
Sharon Azrieli ,61.0,$1.5 B,Real Estate ,Canada
Torsten Toeller ,55.0,$2.2 B,Fashion & Retail ,Germany
Alberto Alcocer ,79.0,$1.3 B,Finance & Investments ,Spain
Alberto Bombassei ,81.0,$2.1 B,Automotive ,Italy
James Dinan ,62.0,$1.9 B,Finance & Investments ,United States
William Berkley ,75.0,$3.7 B,Finance & Investments ,United States
Mark Haoyong Yang ,47.0,$1 B,Technology ,China
Richard Fairbank ,71.0,$1.1 B,Finance & Investments ,United States
Rajan Raheja,68,$2.3B,diversified,India
Hamilton James ,70.0,$2.9 B,Finance & Investments ,United States
Cai Hongbin ,,$1.2 B,Healthcare ,China
Ulrich Mommert & family ,81.0,$1.2 B,Automotive ,Austria
Viktor Kharitonin ,49.0,$1.4 B,Healthcare ,Russia
Bernard Lewis & family ,96.0,$1.3 B,Fashion & Retail ,United Kingdom
Pradip Burman ,79.0,$1.2 B,Food & Beverage ,India
Jens von Bahr ,51.0,$1.4 B,Gambling & Casinos ,Sweden
Yuantai Chen ,54.0,$1.3 B,Energy ,China
Karl Friedrich Braun ,39.0,$1 B,Healthcare ,Germany
Bhadresh Shah ,70.0,$1.4 B,Manufacturing ,India
Xiao Yongming & family ,57.0,$5 B,Diversified ,China
Kai Wu ,54.0,$2.9 B,Energy ,China
John Farber ,96.0,$1.5 B,Manufacturing ,United States
Daryl Katz ,60.0,$4.5 B,Diversified ,Canada
Changpeng Zhao ,44.0,$65 B,Finance & Investments ,Canada
Arthur Blank ,79.0,$7.1 B,Sports ,United States
Mingtong Cai ,70.0,$1.7 B,Technology ,China
Bruce Cheng ,86.0,$2.1 B,Technology ,Taiwan
Florentino Perez ,75.0,$2 B,Construction & Engineering ,Spain
Hans Georg Naeder ,60.0,$2.6 B,Manufacturing ,Germany
Mohed Altrad ,74.0,$3.4 B,Construction & Engineering ,France
Bernard Marcus ,92.0,$8.7 B,Fashion & Retail ,United States
Jaran Chiaravanont ,92.0,$5.2 B,Diversified ,Thailand
Leo Koguan ,67.0,$6 B,Technology ,United States
Hu Yangzhong ,57.0,$2.5 B,Technology ,China
Patrick Hanrahan ,66.0,$1.6 B,Technology ,United States
Albert Shigaboutdinov ,69.0,$1.3 B,Diversified ,Russia
Carmen Thyssen ,78.0,$1.3 B,Manufacturing ,Spain
Liang Zhaoxian ,57.0,$2.3 B,Manufacturing ,China
Melinda French Gates ,57.0,$6.2 B,Technology ,United States
Lin Lairong & family ,53.0,$2.2 B,Metals & Mining ,China
Gary Wang ,28.0,$5.9 B,Finance & Investments ,United States
David Steward ,70.0,$5.8 B,Technology ,United States
Zheng Zhiguo ,50.0,$1.3 B,Healthcare ,China
Gary Lauder ,59.0,$1.4 B,Fashion & Retail ,United States
Antony Ressler ,60.0,$5.7 B,Finance & Investments ,United States
Wolfgang Egger ,56.0,$1.1 B,Real Estate ,Germany
Sun Piaoyang ,63.0,$17.1 B,Healthcare ,China
Rubens Menin Teixeira de Souza ,66.0,$1.2 B,Diversified ,Brazil
Jeff Sutton ,62.0,$3.1 B,Real Estate ,United States
Michael Ying ,72.0,$2 B,Fashion & Retail ,Hong Kong
Rakesh Gangwal ,68.0,$4 B,Service ,United States
"Rupert Johnson, Jr. ",81.0,$4.3 B,Finance & Investments ,United States
Zhang Daocai ,72.0,$3.2 B,Diversified ,China
Marcelo Kalim ,52.0,$1 B,Finance & Investments ,Brazil
Kavitark Ram Shriram ,65.0,$2.6 B,Technology ,United States
Xia Xinde ,57.0,$1.1 B,Manufacturing ,China
Lin Xiucheng & family ,66.0,$4.6 B,Technology ,China
Cameron Winklevoss ,40.0,$4 B,Finance & Investments ,United States
James France ,77.0,$1.8 B,Sports ,United States
Lee Bass ,65.0,$2.1 B,Energy ,United States
Forrest Li ,44.0,$5.3 B,Media & Entertainment ,Singapore
Anthony von Mandl ,72.0,$8.4 B,Food & Beverage ,Canada
Lindsay Fox ,84.0,$2.1 B,Logistics ,Australia
Suyu Su & family ,73.0,$2.1 B,Real Estate ,China
Karsanbhai Patel ,78.0,$3 B,Diversified ,India
Chu Mang Yee & family ,62.0,$4.7 B,Real Estate ,China
Georg Nemetschek & family ,88.0,$4 B,Technology ,Germany
Bill and Jean Adderley & family ,,$2.1 B,Fashion & Retail ,United Kingdom
Radhakishan Damani ,67.0,$20 B,Fashion & Retail ,India
Ramzi Musallam ,53.0,$4 B,Finance & Investments ,United States
Bom Kim ,43.0,$3.1 B,Technology ,United States
Idan Ofer ,66.0,$10.5 B,Diversified ,Israel
Ron Baron ,78.0,$4.5 B,Finance & Investments ,United States
Suleiman Kerimov & family ,56.0,$4.4 B,Finance & Investments ,Russia
Lang Walker ,76.0,$2.2 B,Real Estate ,Australia
Wu Yajun ,58.0,$15.3 B,Real Estate ,China
Christopher Goldsbury ,79.0,$1.8 B,Food & Beverage ,United States
Tim Sweeney ,51.0,$7.4 B,Media & Entertainment ,United States
Rahel Blocher ,46.0,$7.6 B,Manufacturing ,Switzerland
Bruce Nordstrom ,88.0,$1 B,Fashion & Retail ,United States
Lu Di ,,$1.7 B,Technology ,China
Xiu Laigui ,67.0,$1.2 B,Healthcare ,China
Airat Shaimiev ,60.0,$1.2 B,Energy ,Russia
Manas Chiaravanond ,,$1.7 B,Diversified ,Thailand
Victor Jacobsson ,40.0,$4 B,Finance & Investments ,Sweden
Michiel Le Roux ,72.0,$1.8 B,Finance & Investments ,South Africa
Barry Silbert ,45.0,$3.2 B,Finance & Investments ,United States
Somphote Ahunai ,54.0,$4 B,Energy ,Thailand
Jayme Garfinkel & family ,76.0,$1.4 B,Finance & Investments ,Brazil
Kumar Birla ,54.0,$16.5 B,Diversified ,India
Xianbao Chen & family ,62.0,$1.5 B,Food & Beverage ,China
"William Foley, II. ",77.0,$1.4 B,Finance & Investments ,United States
Rodney Sacks ,72.0,$2.4 B,Food & Beverage ,United States
Wang Wenmo ,65.0,$2.1 B,Fashion & Retail ,China
Kim Chang-soo ,61.0,$2 B,Fashion & Retail ,South Korea
Abhay Firodia,77,$3B,automobiles,India
Geoffrey Kwok ,36.0,$2.8 B,Real Estate ,Hong Kong
Thomas Kwok ,70.0,$1.9 B,Real Estate ,Hong Kong
Baba Kalyani,73,$2.7B,engineering,India
Jose Luis Cutrale ,75.0,$1.9 B,Food & Beverage ,Brazil
"Andre Koo, Sr. ",54.0,$4.7 B,Finance & Investments ,Taiwan
David Shaw ,71.0,$7.5 B,Finance & Investments ,United States
Patrice Motsepe ,60.0,$3.3 B,Metals & Mining ,South Africa
Craig McCaw ,72.0,$2.2 B,Telecom ,United States
Lili Tan ,,$1.6 B,Food & Beverage ,China
Dan Cathy ,69.0,$4.6 B,Food & Beverage ,United States
Jeff T. Green ,45.0,$3.4 B,Media & Entertainment ,United States
H. Fisk Johnson ,63.0,$3.3 B,Manufacturing ,United States
Ihor Kolomoyskyy ,59.0,$1 B,Diversified ,Ukraine
Massimiliana Landini Aleotti & family ,79.0,$5.4 B,Healthcare ,Italy
Liu Yongxing ,73.0,$13.2 B,Service ,China
Carrie Perrodo & family ,71.0,$7 B,Energy ,France
Radik Shaimiev ,57.0,$1.2 B,Energy ,Russia
Alain Bouchard ,73.0,$5 B,Fashion & Retail ,Canada
Thomas Peterffy ,77.0,$20.1 B,Finance & Investments ,United States
Michael Ashley ,57.0,$4.5 B,Fashion & Retail ,United Kingdom
John Caudwell ,69.0,$3.1 B,Telecom ,United Kingdom
Anna Maria Braun ,43.0,$1.3 B,Healthcare ,Germany
Choo Chong Ngen ,68.0,$2.4 B,Real Estate ,Singapore
Reddy Family,pharmaceuticals,$3.01B,"Hyderabad, India",
Zhang Yong ,51.0,$5.3 B,Food & Beverage ,Singapore
Dawen Huang ,61.0,$3 B,Manufacturing ,Hong Kong
Xu Hang ,55.0,$16.1 B,Healthcare ,Hong Kong
Thomas James ,79.0,$2.1 B,Finance & Investments ,United States
Sezai Bacaksiz ,72.0,$1.9 B,Diversified ,Turkey
Yasseen Mansour ,60.0,$1.1 B,Diversified ,Egypt
Donald Friese ,81.0,$1.1 B,Manufacturing ,United States
Maria Asuncion Aramburuzabala & family ,58.0,$6.2 B,Food & Beverage ,Mexico
Eren Ozmen ,63.0,$2.6 B,Manufacturing ,United States
Pongsak Viddayakorn ,88.0,$1.1 B,Healthcare ,Thailand
Michael Hintze ,68.0,$3.2 B,Finance & Investments ,Australia
Winifred J. Marquart ,62.0,$3.3 B,Manufacturing ,United States
David Reuben ,83.0,$7 B,Real Estate ,United Kingdom
Richard Kinder ,77.0,$7.5 B,Energy ,United States
Sergei Popov ,50.0,$3.1 B,Finance & Investments ,Russia
Sudhir Mehta ,67.0,$3.1 B,Healthcare ,India
Zhou Bajin ,86.0,$3.8 B,Manufacturing ,China
Brian Roberts ,62.0,$1.6 B,Media & Entertainment ,United States
Jeffrey Lorberbaum ,67.0,$1.4 B,Manufacturing ,United States
Kurt Krieger ,74.0,$1.4 B,Fashion & Retail ,Germany
Matthias Reinhart ,62.0,$2.6 B,Finance & Investments ,Switzerland
Ana Maria Brescia Cafferata ,97.0,$1.5 B,Diversified ,Peru
Juan Carlos Escotet ,62.0,$3.5 B,Finance & Investments ,Venezuela
Axel Oberwelland & siblings ,55.0,$6.5 B,Food & Beverage ,Germany
Yoshiko Mori ,81.0,$1.3 B,Real Estate ,Japan
Scott Watterson ,66.0,$1.6 B,Technology ,United States
Clement Fayat & family ,90.0,$1.5 B,Construction & Engineering ,France
Edouard Carmignac ,74.0,$1.3 B,Finance & Investments ,France
Teddy Sagi ,50.0,$5.6 B,Gambling & Casinos ,Israel
Tianjiang Jia & family ,59.0,$1.7 B,Metals & Mining ,China
Fatih Ozmen ,64.0,$2.5 B,Manufacturing ,United States
Dustin Moskovitz ,37.0,$11.5 B,Technology ,United States
Wei Yin-Heng ,63.0,$1.9 B,Food & Beverage ,Taiwan
Daniel Mate ,58.0,$3.6 B,Metals & Mining ,Spain
Nelson Peltz ,79.0,$1.7 B,Finance & Investments ,United States
George Soros ,91.0,$8.6 B,Finance & Investments ,United States
Dagmar Dolby & family ,80.0,$4.6 B,Technology ,United States
Sheldon Lavin ,89.0,$3 B,Food & Beverage ,United States
Yuji Otsuka ,68.0,$2.1 B,Technology ,Japan
Xu Jin ,57.0,$1.3 B,Food & Beverage ,China
Mustafa Kucuk ,58.0,$1.4 B,Fashion & Retail ,Turkey
Mark & Robyn Jones ,,$1.8 B,Finance & Investments ,United States
"Richard Yuengling, Jr. ",79.0,$1 B,Food & Beverage ,United States
Sridhar Vembu & Siblings,54,$3.75B,"business software, Self Made",India
Dulce Pugliese de Godoy Bueno ,74.0,$1.7 B,Healthcare ,Brazil
Tung Chee Chen ,79.0,$3.6 B,Logistics ,Hong Kong
Andrej Babis ,67.0,$4.4 B,Food & Beverage ,Czechia
Anthony Pritzker ,61.0,$3.7 B,Service ,United States
Mikhail Lomtadze ,46.0,$1.9 B,Finance & Investments ,Georgia
Ferit Faik Sahenk ,58.0,$2.4 B,Diversified ,Turkey
Baba Kalyani ,73.0,$2.5 B,Construction & Engineering ,India
Friede Springer ,79.0,$3.5 B,Media & Entertainment ,Germany
Domenico Dolce ,63.0,$1.5 B,Fashion & Retail ,Italy
Gary Fegel ,48.0,$1.6 B,Metals & Mining ,Switzerland
Fritz Draexlmaier ,,$1.5 B,Automotive ,Germany
Richard Kayne ,76.0,$1.6 B,Finance & Investments ,United States
Ramesh Genomal ,71.0,$1 B,Fashion & Retail ,Cyprus
Melissa Ma ,,$1.9 B,Technology ,China
Mike Adenuga ,68.0,$7.3 B,Diversified ,Nigeria
Liang Xinjun ,54.0,$2.2 B,Diversified ,China
Arthur Irving ,92.0,$4 B,Energy ,Canada
Tom & Judy Love ,,$9.7 B,Fashion & Retail ,United States
Jin Xin ,55.0,$1.5 B,Manufacturing ,China
Evgeny (Eugene) Shvidler ,58.0,$1.6 B,Energy ,United States
Richard LeFrak & family ,76.0,$3.7 B,Real Estate ,United States
Julio Bozano ,86.0,$2 B,Finance & Investments ,Brazil
Lance Gokongwei ,54.0,$1.6 B,Diversified ,Philippines
Marina Prada ,76.0,$1.7 B,Fashion & Retail ,Italy
Steve Cohen ,65.0,$17.4 B,Finance & Investments ,United States
Carl Icahn ,86.0,$16.5 B,Finance & Investments ,United States
Iskander Makhmudov ,58.0,$3.6 B,Metals & Mining ,Russia
Andrei Komarov ,55.0,$1.1 B,Manufacturing ,Russia
Maria Franca Fissolo ,87.0,$2 B,Food & Beverage ,Italy
Joseph Edelman ,66.0,$2.9 B,Finance & Investments ,United States
Sam Zell ,80.0,$5.8 B,Real Estate ,United States
John Paulson ,66.0,$4 B,Finance & Investments ,United States
Jonas Kamprad ,56.0,$1.1 B,Finance & Investments ,Sweden
Robert Langer ,73.0,$1.6 B,Healthcare ,United States
Gustavo Denegri ,85.0,$3.7 B,Healthcare ,Italy
Eric Wittouck ,75.0,$9 B,Finance & Investments ,Belgium
Elizabeth Sy ,69.0,$2.1 B,Diversified ,Philippines
Rongfu Lu ,51.0,$1.5 B,Telecom ,China
Eugene Kaspersky ,56.0,$1 B,Technology ,Russia
Herb Simon ,87.0,$3.5 B,Real Estate ,United States
Olivier Pomel ,45.0,$2.9 B,Technology ,France
Ian & Richard Livingstone ,,$8.9 B,Real Estate ,United Kingdom
Dennis Gillings ,77.0,$2.1 B,Healthcare ,United Kingdom
Chen Gang ,54.0,$1.8 B,Energy ,China
Alejandro Bulgheroni ,77.0,$1.9 B,Energy ,Argentina
Kim Dae-il ,42.0,$1.9 B,Technology ,South Korea
Scott Nuttall ,49.0,$1 B,Finance & Investments ,United States
Xiong Jun & family ,48.0,$1.1 B,Healthcare ,China
Betty Ang ,67.0,$1.2 B,Food & Beverage ,Philippines
Guanjiang Wu & family ,53.0,$4.1 B,Healthcare ,China
Seo Jung-jin ,64.0,$7 B,Healthcare ,South Korea
Stephen Winn ,75.0,$1.7 B,Real Estate ,United States
Jonathan Gray ,52.0,$6.8 B,Finance & Investments ,United States
Naomi Azrieli ,56.0,$1.5 B,Real Estate ,Canada
Horst Paulmann & family ,87.0,$3.3 B,Fashion & Retail ,Chile
Friedhelm Loh ,75.0,$8.9 B,Manufacturing ,Germany
Rodolphe Saadé & family ,52.0,$41.4 B,Logistics ,France
Alexander Otto ,54.0,$10.9 B,Real Estate ,Germany
Gregorio Perez Companc & family ,86.0,$2.8 B,Energy ,Argentina
Alexey Repik ,42.0,$1.4 B,Healthcare ,Russia
Xue Xiangdong & family ,63.0,$1.9 B,Technology ,China
Suhail Bahwan ,83.0,$2.5 B,Diversified ,Oman
Zuowen Song ,75.0,$3.6 B,Diversified ,China
Chen Tianshi ,37.0,$1.6 B,Technology ,China
Tengyun Nie & family ,46.0,$3.4 B,Service ,China
Chen Lip Keong ,74.0,$2.6 B,Gambling & Casinos ,Malaysia
Ivan Glasenberg ,65.0,$9.1 B,Metals & Mining ,Switzerland
Tadako Nakatani ,,$1.5 B,Healthcare ,Japan
Timothy Springer ,74.0,$2.1 B,Healthcare ,United States
Ilkka Herlin ,63.0,$1.6 B,Manufacturing ,Finland
Adrian Paval ,53.0,$1 B,Fashion & Retail ,Romania
Paul Gauselmann & family ,87.0,$4 B,Gambling & Casinos ,Germany
William Franke ,84.0,$2.4 B,Diversified ,United States
Uday Kotak ,63.0,$14.3 B,Finance & Investments ,India
Liufa Li & family ,64.0,$3.1 B,Diversified ,China
Deng Wen ,54.0,$2.9 B,Food & Beverage ,China
Rafique Malik ,71.0,$1.5 B,Fashion & Retail ,India
Ravi Jaipuria,67,$8B,"soft drinks, fast food",India
Mark Stevens ,62.0,$4.5 B,Finance & Investments ,United States
Robert Duggan ,77.0,$2 B,Healthcare ,United States
Sunder Genomal ,68.0,$1 B,Fashion & Retail ,United Kingdom
Larry Page ,49.0,$111 B,Technology ,United States
Dietrich Mateschitz ,77.0,$27.4 B,Food & Beverage ,Austria
Jeff Yass ,63.0,$12 B,Finance & Investments ,United States
Abdulla Al Futtaim & family ,,$2.5 B,Automotive ,United Arab Emirates
Montri Jiaravanont ,91.0,$5.1 B,Diversified ,Thailand
Kavita Singhania ,60.0,$1.1 B,Manufacturing ,India
Michael Jordan ,59.0,$1.7 B,Sports ,United States
Louise Lindh ,42.0,$1.7 B,Diversified ,Sweden
Ma Xiuhui ,51.0,$1.1 B,Manufacturing ,China
Chen Shiliang ,58.0,$1.3 B,Manufacturing ,China
Andrew Forrest ,60.0,$17.8 B,Metals & Mining ,Australia
Raymond Kwok ,68.0,$1.3 B,Real Estate ,Hong Kong
Tony Tamer ,64.0,$4.6 B,Finance & Investments ,United States
Jeffrey Gundlach ,63.0,$2.2 B,Finance & Investments ,United States
Li Tan ,57.0,$1.1 B,Healthcare ,China
Viktor Rashnikov ,73.0,$6.6 B,Manufacturing ,Russia
Pu Zhongjie & family ,59.0,$1.1 B,Healthcare ,China
Megdet Rahimkulov & family ,76.0,$1.2 B,Finance & Investments ,Russia
Leon G. Cooperman ,78.0,$2.5 B,Finance & Investments ,United States
Prayudh Mahagitsiri ,76.0,$2.3 B,Food & Beverage ,Thailand
Hari Bhartia ,65.0,$1.6 B,Diversified ,India
Joao Roberto Marinho ,68.0,$2 B,Media & Entertainment ,Brazil
Andreas Struengmann & family ,72.0,$11.9 B,Healthcare ,Germany
Georg Stumpf ,49.0,$7.9 B,Diversified ,Austria
Li Haiyan ,,$1.7 B,Food & Beverage ,China
Gerald Schwartz ,80.0,$1.6 B,Finance & Investments ,Canada
Jim Breyer ,60.0,$2.1 B,Technology ,United States
Ken Xie ,59.0,$5.7 B,Technology ,United States
Li Wanqiang ,44.0,$1.2 B,Technology ,China
Aliko Dangote ,64.0,$14 B,Manufacturing ,Nigeria
Guangxin Sun ,59.0,$2.3 B,Diversified ,China
Lee Ho-jin ,59.0,$1.3 B,Diversified ,South Korea
Wee Cho Yaw ,93.0,$7.2 B,Finance & Investments ,Singapore
Peng Zhao ,51.0,$1.3 B,Service ,China
Christoph Zeller ,64.0,$2.3 B,Healthcare ,Liechtenstein
Nithin and Nikhil Kamath,"financial services, Self Made",$2.59B,"Bangalore, India",
Alfred Oetker ,55.0,$3.3 B,Fashion & Retail ,Germany
Giuseppe De'Longhi & family ,82.0,$4.4 B,Fashion & Retail ,Italy
Thongma Vijitpongpun ,64.0,$1.2 B,Real Estate ,Thailand
Hamad bin Jassim bin Jaber Al Thani ,62.0,$1.2 B,Finance & Investments ,Qatar
Bob Parsons ,71.0,$3.4 B,Technology ,United States
Stéphane Bancel ,49.0,$4.6 B,Healthcare ,France
William Li ,47.0,$2.5 B,Automotive ,China
Huang Rulun ,70.0,$1.5 B,Real Estate ,China
Candido Pinheiro Koren de Lima ,75.0,$3.2 B,Healthcare ,Brazil
Radovan Vitek ,50.0,$5.8 B,Real Estate ,Czechia
Lu Yiwen ,35.0,$4.4 B,Fashion & Retail ,China
Guy Laliberté ,62.0,$1.2 B,Media & Entertainment ,Canada
Xinghai Zhang & family ,59.0,$1.5 B,Manufacturing ,China
Rick Caruso ,63.0,$4.3 B,Real Estate ,United States
Hamdi Akin & family ,67.0,$1.5 B,Diversified ,Turkey
Shahid Khan ,71.0,$7.6 B,Automotive ,United States
Guangwei Liang ,58.0,$1.4 B,Manufacturing ,China
Alisher Usmanov ,68.0,$11.5 B,Metals & Mining ,Russia
Kanye West ,44.0,$2 B,Fashion & Retail ,United States
Zhang Xuezheng ,46.0,$2.7 B,Technology ,China
Zhang Shilong & family ,56.0,$3.3 B,Technology ,China
Daniel Chiu ,61.0,$2 B,Energy ,Hong Kong
Matthew Roszak ,49.0,$1.4 B,Finance & Investments ,United States
Kim Taek-jin ,55.0,$1.7 B,Media & Entertainment ,South Korea
Kuok Khoon Hong ,72.0,$3.5 B,Manufacturing ,Singapore
Yitzhak Tshuva ,73.0,$3.8 B,Real Estate ,Israel
Sumet Jiaravanon ,87.0,$5.3 B,Diversified ,Thailand
Clemens Toennies ,65.0,$1.6 B,Food & Beverage ,Germany
Zhigang Wu & family ,87.0,$3 B,Food & Beverage ,China
James Irving ,94.0,$4.1 B,Diversified ,Canada
Angela Bennett ,78.0,$1.3 B,Metals & Mining ,Australia
Drorit Wertheim ,66.0,$1.4 B,Food & Beverage ,Israel
Remo Ruffini ,60.0,$3 B,Fashion & Retail ,Italy
Zhenda Huang & family ,74.0,$2.9 B,Construction & Engineering ,China
Peter Kelly ,64.0,$1.3 B,Technology ,United Kingdom
Marina Caprotti ,44.0,$1.5 B,Food & Beverage ,Italy
Shiv Nadar,77,$22.4B,"software services, Self Made",India
Zarakh Iliev ,55.0,$1.3 B,Real Estate ,Russia
Ren Zhengfei ,78.0,$1 B,Telecom ,China
Archie Aldis Emmerson & family ,92.0,$3.4 B,Manufacturing ,United States
Shouliang Miao ,67.0,$1.9 B,Real Estate ,China
Zheng Shuliang & family ,76.0,$9.4 B,Metals & Mining ,China
Patrizio Vinciarelli ,75.0,$1.7 B,Technology ,United States
Henry Kravis ,78.0,$7.7 B,Finance & Investments ,United States
Jorge Gallardo Ballart ,80.0,$1 B,Healthcare ,Spain
Chen Huxiong ,51.0,$2.1 B,Manufacturing ,China
Wu Yulan ,52.0,$1.8 B,Healthcare ,China
Serge Godin ,72.0,$2.3 B,Technology ,Canada
Stef Wertheimer & family ,95.0,$6.2 B,Manufacturing ,Israel
Jianhua Ren ,65.0,$2.1 B,Manufacturing ,China
Alberto Siccardi & family ,77.0,$2.4 B,Healthcare ,Switzerland
Adam Neumann ,43.0,$1.4 B,Real Estate ,Israel
Chen Xueli ,70.0,$1.8 B,Healthcare ,China
Andrei Skoch & family ,56.0,$4.7 B,Metals & Mining ,Russia
Koo Bon-sik ,63.0,$1.1 B,Technology ,South Korea
Simon Reuben ,80.0,$7 B,Diversified ,United Kingdom
Simon Nixon ,54.0,$1.4 B,Technology ,United Kingdom
Senapathy Gopalakrishnan ,67.0,$4.1 B,Technology ,India
Eugene Murtagh ,79.0,$2.8 B,Manufacturing ,Ireland
M.A. Yusuff Ali,66,$5B,"retail, Self Made",India
Pei Zhenhua ,63.0,$12.5 B,Energy ,China
Huang Guanlin ,57.0,$1.4 B,Fashion & Retail ,China
Xu Shihui ,64.0,$7.7 B,Food & Beverage ,China
Charles Simonyi ,73.0,$5.8 B,Technology ,United States
Stephen Jarislowsky ,96.0,$1.8 B,Finance & Investments ,Canada
Reed Hastings ,61.0,$3.7 B,Media & Entertainment ,United States
Zhao Yan ,55.0,$6.1 B,Diversified ,China
Park Hyeon-joo ,63.0,$1.1 B,Finance & Investments ,South Korea
Giuliana Caprotti ,81.0,$1.5 B,Food & Beverage ,Italy
Guo Jiangang ,55.0,$1 B,Manufacturing ,China
Ivan Savvidis ,63.0,$1.6 B,Diversified ,Russia
Luciano Hang ,59.0,$4.8 B,Fashion & Retail ,Brazil
Liu Ming Hui ,59.0,$1.3 B,Energy ,China
Prathap Reddy ,90.0,$2.5 B,Healthcare ,India
Tatyana Bakalchuk ,46.0,$2.1 B,Fashion & Retail ,Russia
Thomas Kirk Kristiansen ,43.0,$8.2 B,Manufacturing ,Denmark
Neerja Sethi ,67.0,$1 B,Technology ,United States
Michael Hartono ,82.0,$22.3 B,Manufacturing ,Indonesia
"Austen Cargill, II. ",71.0,$5 B,Food & Beverage ,United States
Maria-Elisabeth Schaeffler-Thumann ,80.0,$2 B,Automotive ,Germany
Mario Germano Giuliani ,50.0,$2.3 B,Healthcare ,Switzerland
Behdad Eghbali ,45.0,$3.4 B,Finance & Investments ,United States
Ye Fan & family ,51.0,$2.9 B,Automotive ,China
Kwek Leng Peck ,66.0,$1.2 B,Diversified ,Singapore
Koon Poh Ming ,65.0,$1.3 B,Metals & Mining ,Malaysia
Luiz Frias ,58.0,$1.3 B,Technology ,Brazil
Shmuel Harlap ,77.0,$2.1 B,Automotive ,Israel
Kerr Neilson ,72.0,$1.1 B,Finance & Investments ,Australia
Louis Le Duff ,75.0,$2.3 B,Food & Beverage ,France
Agnete Kirk Thinggaard ,38.0,$8.2 B,Manufacturing ,Denmark
Greg Mondre ,47.0,$1.5 B,Finance & Investments ,United States
Jamie Dimon ,66.0,$1.6 B,Finance & Investments ,United States
Uday Kotak,63,$14.8B,"banking, Self Made",India
Shyam Bhartia ,69.0,$1.6 B,Healthcare ,India
"Bernard Saul, II. ",89.0,$3.7 B,Finance & Investments ,United States
Cho Tak Wong ,75.0,$3.6 B,Manufacturing ,Hong Kong
Hua Chen ,56.0,$2.8 B,Real Estate ,China
Daniel Och ,61.0,$4 B,Finance & Investments ,United States
Gudrun Heine ,67.0,$3 B,Healthcare ,Germany
Dona Bertarelli ,54.0,$4.8 B,Healthcare ,Switzerland
Pallonji Mistry ,92.0,$15 B,Construction & Engineering ,Ireland
Shengda Zan ,59.0,$1.3 B,Diversified ,China
Nikolai Buinov ,54.0,$1.5 B,Energy ,Russia
